"행정구역시도코드","가구총소득구간코드","피곤함정도코드","삶만족도코드","(주행동시간량_921) 출근","(주행동시간량_922) 퇴근"
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
11,,2,1,0,0
